Part1,Part2,Part3,Part4,Part5,Time
100.6808722071336,97.51154047127605,97.12395543530673,98.77348552419643,98.2544016954205,432.16080402010056
99.89426596026827,96.7802418043981,96.46712792281349,98.02375416252167,97.51984678644492,442.21105527638196
99.18176595563534,96.14286790842016,95.78555229699852,97.29789030104634,96.80737454463211,452.26130653266335
98.49594711513689,95.31008833595077,95.24906570596318,96.59131935385449,96.11656574748714,462.31155778894475
97.77471856880001,94.77418465092003,94.56989622181035,95.90897707248594,95.44522272828567,472.36180904522615
97.15821602451807,94.0934970369645,94.00176281317228,95.24436625517542,94.7934360073364,482.4120603015076
96.47374546314587,93.57144167571658,93.37154751399976,94.60042738499955,94.15958368289748,492.462311557789
95.85955848986256,93.09989320866738,92.73409040776303,93.97483934663849,93.54310228963989,502.5125628140704
95.26363801893923,92.50211896697635,92.19652935875536,93.36470327276284,92.94361105550189,512.5628140703518
94.63531821668106,92.03661708263105,91.60271421511324,92.77247897058069,92.35978428192904,522.6130653266332
94.10914157885082,91.38853395690462,91.1354754838058,92.19346105726325,91.79166458535546,532.6633165829146
93.51264993068055,90.86122649946998,90.62220504087996,91.6308454845282,91.23787653459623,542.713567839196
92.98880297915781,90.25294244564918,90.1704725767806,91.0814364463062,90.69831495948183,552.7638190954774
92.466971188331,89.77373784528622,89.67089253553021,90.54715526271158,90.17184880475101,562.8140703517588
91.91088965249627,89.38810394340253,89.13248367244765,90.02716621922006,89.65807375950108,572.8643216080402
91.44956501564259,88.90423362892068,88.66922761389233,89.51841495708055,89.1569069992545,582.9145728643217
90.9164202213462,88.5105968697373,88.17324667752207,89.02290039657875,88.66742203361524,592.9648241206031
90.4529302932689,88.0327601974229,87.73693626178128,88.53791261004248,88.18959886000953,603.0150753768845
89.99550905181061,87.55425101747412,87.322117420633,88.06401490882607,87.72276298427042,613.0653266331659
89.50359142338914,87.11780350934642,86.89401771685672,87.60143967208094,87.26644791769698,623.1155778894473
89.1033270092823,86.59813336375986,86.52956952261617,87.14804991099697,86.82052766078438,633.1658291457287
88.62738238061964,86.20142171043054,86.111197772097,86.706177376035,86.38414662647179,643.2160804020101
88.2126903147064,85.83972137551072,85.6829455538973,86.27425223670916,85.9571785723095,653.2663316582915
87.80225730869383,85.47906550119994,85.27257539041432,85.85154081670794,85.5393387828142,663.3165829145729
87.35633529639763,85.13545525198418,84.86051737714065,85.43805656064157,85.13032129915145,673.3668341708543
86.99751627433257,84.76536753601319,84.47793940780726,85.03272565541417,84.72988540919047,683.4170854271357
86.5721155434571,84.30292332219639,84.1597945175676,84.6347248883918,84.33793158413401,693.4673366834171
86.20114951754886,83.97410133652745,83.77441513098948,84.2463023094862,83.95363251470906,703.5175879396985
85.84224682232308,83.46451636208053,83.50665059529804,83.86345848688622,83.57747020120271,713.56783919598
85.43479555590886,83.1977800340474,83.10887491363967,83.49113090388313,83.20819623043332,723.6180904522614
85.11344078504385,82.89809678228762,82.7423027506207,83.12554481859884,82.84620940249559,733.6683417085428
84.72030077989037,82.58454542842149,82.39449264340358,82.76695076390061,82.49125916624506,743.7185929648242
84.38279086311674,82.34972630945936,82.00847613671793,82.41606699905756,82.14290559932188,753.7688442211056
84.05604960361441,81.94150437380237,81.73433796655486,82.06968986528943,81.8015292893027,763.819095477387
83.6867821764542,81.62760888195808,81.4118173152576,81.73095297915141,81.46631920738456,773.8693467336684
83.40441556627027,81.24417928888145,81.13944815148798,81.39746185771475,81.13744327453041,783.9195979899498
83.05027812352955,80.82656934514945,80.89585131111077,81.06970682593011,80.81465508207249,793.9698492462312
82.74369278593048,80.62357507585173,80.5366103926545,80.75031049932797,80.49717110570421,804.0201005025126
82.44064455170016,80.37806330576986,80.21468882249931,80.4360475100964,80.18542298720534,814.070351758794
82.10062480605406,80.0913500812908,79.91898631472536,80.12692039160117,79.87929748184601,824.1206030150754
81.83782011932331,79.91297299543818,79.57272793405508,79.82430256797488,79.57822226316232,834.1708542713568
81.51012613526622,79.54699564472511,79.33990714514785,79.52477421806933,79.28280613019339,844.2211055276383
81.23368638555847,79.30109504329086,79.04328211529241,79.23169251959817,78.99215105806648,854.2713567839197
80.96483510233604,78.92120871459707,78.83408815328343,78.94190016668355,78.70671269086775,864.3216080402011
80.65122076718335,78.63588666618799,78.57414411342394,78.65813497355347,78.42584359489598,874.3718592964825
80.41858671728578,78.37098126973883,78.31184230666497,78.37913523727175,78.14955392526666,884.4221105527639
80.10884983662112,78.14988636508934,78.03259083715827,78.10530959127054,77.87768671615831,894.4723618090453
79.8540955575099,77.95554597872528,77.74082512268902,77.83617535114979,77.61017422258948,904.5226130653267
79.60200954070224,77.71906852245729,77.48423783677971,77.57080290274679,77.34703666570836,914.5728643216081
79.31137588339111,77.43537091255074,77.25538466341116,77.30917229001365,77.08822831168841,924.6231155778895
79.09956372764826,77.20518598807858,77.00483648776186,77.05212597351769,76.83334754259732,934.6733668341709
78.81998800599231,76.82237509442703,76.84644285779389,76.79735990872975,76.5828265195652,944.7236180904523
78.58859226632623,76.58645033205804,76.60761143698231,76.54818200454973,76.33583333662703,954.7738693467337
78.35431800365255,76.41402830432344,76.34410975745985,76.30350773018073,76.09244282811026,964.8241206030152
78.07623762703896,76.2835999757559,76.05777974236942,76.0631401195183,75.8526673795799,974.8743718592966
77.8850036348678,76.03908672454428,75.84277221066941,75.82488253565803,75.6167588940136,984.924623115578
77.6158003753129,75.8371155571499,75.61013890030758,75.59076488676331,75.38426745128766,994.9748743718594
77.40530991244972,75.55816262187582,75.42157466114202,75.35912254969391,75.1554139664549,1005.0251256281408
77.19002782110152,75.37723842412566,75.18847759225746,75.13196143663565,74.92964812877716,1015.0753768844222
76.9421608287819,75.00157094546917,75.06431818178926,74.90587146027207,74.70766875587557,1025.1256281407036
76.76242798688284,74.87802984326667,74.80612524106427,74.68584605018343,74.48824833827481,1035.175879396985
76.51091343698312,74.66747676001616,74.60221774486143,74.46802759989151,74.27217695362344,1045.2261306532664
76.31146323775185,74.49926662738363,74.37511740367714,74.25372789507033,74.05907309170334,1055.2763819095478
76.10874725091814,74.39778800280187,74.12046110032466,74.04317073356049,73.84877072666511,1065.3266331658292
75.87083264768904,74.1407908417823,73.9523153490584,73.83379805623787,73.64180630133123,1075.3768844221106
75.70808553896421,73.9908429762823,73.73074959654535,73.6284202079392,73.43741913031194,1085.427135678392
75.47616690362216,73.69628371756319,73.59521385383024,73.4242310734962,73.2361938698546,1095.4773869346734
75.29372698502551,73.48484654689796,73.41321416490038,73.22372492318475,73.037515165437,1105.5276381909548
75.11183849413958,73.26303157194003,73.24633037155384,73.02573096860864,72.84151895951221,1115.5778894472362
74.88296257567458,73.1095125354426,73.04040584678047,72.83128441845547,72.64800539664908,1125.6281407035176
74.72952388416114,73.05360728071591,72.78591578876315,72.64042703443408,72.45680108475172,1135.678391959799
74.50858933103383,72.81553081754879,72.63805560599216,72.45002749090604,72.2685688757731,1145.7286432160804
74.33552463317042,72.68222367006422,72.43122377984993,72.2632930118217,72.08255534920592,1155.7788944723618
74.17043538167664,72.3906023378506,72.32180798749201,72.07704125704342,71.89932403155287,1165.8291457286434
73.9547533631055,72.22926102566679,72.13837789583052,71.89481563582805,71.71816327495588,1175.8793969849248
73.82091325662475,72.03437371908149,71.97927456441354,71.7143651529791,71.53938560293307,1185.9296482412062
73.60994733076865,71.84583913950347,71.8211002499487,71.53637064809702,71.36286811045852,1195.9798994974876
73.44894840038955,71.71021144938506,71.63259161474025,71.36118635697306,71.18846048168434,1206.030150753769
73.28644526615685,71.60703816127766,71.43454144387053,71.18852401234487,71.01613179446885,1216.0804020100504
73.08187335784834,71.45403555765134,71.26281926518556,71.01751824462183,70.84609540518176,1226.1306532663318
72.95881124960373,71.2718785115384,71.11265502520453,70.84812157432285,70.67821282239342,1236.1809045226132
72.75691345792565,71.12711114228703,70.9457884131458,70.68133737534552,70.51230187711278,1246.2311557788946
72.61483184306005,70.830540515164,70.86268562206502,70.51471988734363,70.3488013975402,1256.281407035176
72.46262931951502,70.73935176403646,70.67311714916433,70.35248147210366,70.18675125453883,1266.3316582914574
72.2702310857261,70.55231888019063,70.53530870204453,70.1911564153864,70.02691181861682,1276.3819095477388
72.15350385400922,70.45033829950847,70.35494592962381,70.03260959381736,69.86875369962875,1286.4321608040202
71.95781872514513,70.38629382420696,70.15732329554722,69.87649594340805,69.71238046661844,1296.4824120603016
71.81997186744996,70.20106605175718,70.02607698683875,69.72073360677281,69.55816185755536,1306.532663316583
71.67796779973217,70.10452035645032,69.8533316921166,69.56778450114047,69.40550680349037,1316.5829145728644
71.50167816751537,69.78647144025724,69.80233049342434,69.41408177649114,69.25520271193759,1326.6331658291458
71.39313732230254,69.70955071949618,69.62131075281354,69.26484866218084,69.10602718940912,1336.6834170854272
71.21406367383248,69.50100537864672,69.51754618752402,69.11586697417536,68.95889381812272,1346.7336683417086
71.0797981573852,69.42271805535394,69.33943299192995,68.97007191169234,68.8131342384476,1356.78391959799
70.94837857417538,69.2969144281023,69.19568941723402,68.8253141667382,68.66912128146907,1366.8341708542714
70.76674548181218,69.25811757786742,69.00108633739096,68.68332456934948,68.52654481671472,1376.8844221105528
70.67283993132193,69.06168706468102,68.89904021750878,68.54091014158155,68.3859367131212,1386.9346733668342
70.49585204278891,68.98202800321351,68.73528617033868,68.40156029736401,68.24661253066817,1396.9849246231156
70.37770936717939,68.74605803811512,68.6570694653661,68.2618459306272,68.10923167269935,1407.035175879397
70.25544815397659,68.60357941560288,68.53424872735357,68.12470980325885,67.9731115938258,1417.0854271356786
70.08844382855074,68.43204703018213,68.4252415166728,67.98882772192825,67.83858187284068,1427.13567839196
69.99739064031178,68.33638075737262,68.27811569178954,67.85517030116976,67.7053129037389,1437.1859296482414
69.82778212123998,68.26690589514462,68.1197291362671,67.72337224005946,67.5734247393977,1447.2361809045228
69.71088756691809,68.1552493495925,67.98291794680311,67.59244481805557,67.44307377556946,1457.2864321608042
69.59560326036824,68.02678668099237,67.86295222630882,67.46266097616268,67.31413537787243,1467.3366834170856
69.43320838190068,67.90921422513367,67.73432228391331,67.33448866870475,67.18657036578097,1477.386934673367
69.35667507083605,67.66941718248978,67.67805865331827,67.20606699601832,67.06064088352716,1487.4371859296484
69.19453784860275,67.59554595167637,67.53232703224839,67.0810552269451,66.9356332632118,1497.4874371859298
69.08728881976633,67.42919590395984,67.43608893596418,66.95620518990995,66.8121770822092,1507.5376884422112
68.97454086810559,67.39167629751762,67.27519481238451,66.83412468876864,66.68966502504131,1517.5879396984926
68.81869584319756,67.2775728623769,67.15434478472231,66.71250937291875,66.56863769990193,1527.638190954774
68.73706719988687,67.27335991253817,66.97602690989062,66.5933050055387,66.44856794424928,1537.6884422110554
68.58948838266102,67.0429794976447,66.92715179057556,66.4727413343719,66.33029022976653,1547.7386934673368
68.48439394705133,66.96095493103472,66.79307378761659,66.35510886602998,66.21286912468207,1557.7889447236182
68.38923909940618,66.70320473772418,66.76431716574675,66.23652232220309,66.09704957750081,1567.8391959798996
68.23557311554,66.6696881451318,66.60744881727854,66.12188838214502,65.98187487881675,1577.889447236181
68.16686509511864,66.53168044284715,66.512711931621,66.00702052670744,65.86809647481542,1587.9396984924624
68.01719623868613,66.466962273507,66.38002090606089,65.89426787450341,65.75527764581246,1597.9899497487438
67.9149761084637,66.44437282192355,66.22133174805143,65.78309348481118,65.6434899211364,1608.0402010050252
67.82037772305152,66.29697082036675,66.13939738432896,65.67148466884667,65.5330908256331,1618.0904522613066
67.6737854199768,66.23735271389612,66.00546044376709,65.56211889473353,65.42358996290655,1628.140703517588
67.61370043606519,66.04239892940954,65.95074443238518,65.45206957568953,65.3154784654442,1638.1909547738694
67.47251363504617,65.92342539400263,65.8564687305749,65.34408568065575,65.20823863875044,1648.2412060301508
67.38207824483868,65.77473298162063,65.77620228598812,65.23674571794845,65.10212813238968,1658.2914572864322
67.28925921886713,65.70472626672301,65.65890484656366,65.13131563607777,64.99682448001785,1668.3417085427136
67.14743761970861,65.6562860439199,65.52649246977768,65.02726448690528,64.89250631103181,1678.3919597989952
67.08693400107819,65.57646720439733,65.41510287762216,64.9236926131351,64.7892454543965,1688.4422110552766
66.94739858766293,65.53146302237498,65.28706662165304,64.82162225278189,64.68688472220066,1698.492462311558
66.86422361611368,65.33915195702717,65.23859908067338,64.7187252150897,64.58587256825136,1708.5427135678394
66.7766666476439,65.26910526592287,65.1286554797351,64.61818584958942,64.48548902548377,1718.5929648241208
66.65055882498943,65.00695314021546,65.12284733636882,64.51641265450466,64.38655068412653,1728.6432160804022
66.59163597530699,64.99494467333128,64.98071701198745,64.41840297317893,64.28790535421683,1738.6934673366836
66.458187126028,64.9288567219188,64.87149141988125,64.32077029060257,64.19031344030188,1748.743718592965
66.37206868192611,64.88836911848553,64.74514696269557,64.22430415660914,64.09357692281729,1758.7939698492464
66.2899420273149,64.80872349407466,64.64740596371976,64.12820969080381,63.997804310211485,1768.8442211055278
66.16083400178438,64.69828640648075,64.56361373728393,64.03273957814116,63.90301495981439,1778.8944723618092
66.10972333609587,64.62331232607914,64.46329258919855,63.938415551479196,63.80898819203049,1788.9447236180906
65.98860582666366,64.40467429963833,64.445847806549,63.84334104293617,63.71617624607593,1798.994974874372
65.90630612171135,64.37555853026544,64.31963954975619,63.75132649970469,63.6237547322351,1809.0452261306534
65.83066609133273,64.25864528250506,64.24910775859641,63.65904598628912,63.532359437909896,1819.0954773869348
65.70260133922356,64.21333062493527,64.13527421633944,63.56855268078122,63.441636855588555,1829.1457286432162
65.65232628836479,64.2083325544056,64.00209232236593,63.47920738945577,63.35160897323235,1839.1959798994976
65.53068327028178,64.08751410528234,63.9361774986413,63.38938812040716,63.26267208167359,1849.246231155779
65.4531398573381,64.04537156307424,63.82331269998772,63.301255698706385,63.17434612314379,1859.2964824120604
65.3843236069129,63.878316953572025,63.78677449265661,63.21236226991977,63.08708537340976,1869.3467336683418
65.26321633504932,63.77514869164052,63.71117363511556,63.12511257130236,63.00046436781451,1879.3969849246232
65.22477414666673,63.61544495011685,63.67022831744148,63.0378068063765,62.9147270463398,1889.4472361809046
65.10206598649677,63.59803205211684,63.55235032440848,62.953050521619815,62.82939141285552,1899.497487437186
65.02829100225703,63.556458740116376,63.44485665946481,62.86870790211598,62.744872461980655,1909.5477386934674
64.95524975638926,63.55503028642263,63.321449597781104,62.78552081353992,62.66096147976995,1919.5979899497488
64.83970794998434,63.41633145683016,63.27126020502033,62.70153572163144,62.57814105388561,1929.6482412060304
64.79883950930221,63.381172429502726,63.16622996580201,62.61935391774702,62.49576118932641,1939.6984924623118
64.68775560220702,63.209062365373846,63.14015913129272,62.53635013914982,62.41442834360168,1949.7487437185932
64.6199804935534,63.11957591777218,63.06476882538414,62.45498722050366,62.333602504116016,1959.7989949748746
64.5560443191388,63.01288201492293,63.00542629940898,62.374052193098635,62.25348240245464,1969.849246231156
64.43956771111947,62.96331542277756,62.91068323567487,62.29459040083793,62.173927638943425,1979.8994974874374
64.40161020626903,62.941538406554635,62.80332728537652,62.21598743973503,62.094958369353584,1989.9497487437188
64.29057077956809,62.84114595340503,62.74231186445216,62.137215043901854,62.01684941335368,2000.0
